id,source,date,rating,feedback,sentiment,customer_segment,country
1648,G2 Review,2025-06-21,1,"Notification settings are all-or-nothing. Either I get everything or nothing. There's no middle. Salesforce integration is listed but it barely works - only syncs contacts, not opportunities.",Negative,Startup,US
1649,NPS Response,2025-05-10,4,no strong opinion,Neutral,Startup,US
1650,Support Ticket,2025-12-02,,Gantt/timeline view keeps resetting zoom level on refresh. Annoying but not blocking.,Neutral,SMB,US
1651,App Store Review,2026-03-10,5,Dashboards are gorgeous and leadership loves the reports. Rare combo.,Positive,Enterprise,Australia
1652,App Store Review,2026-03-06,3,decent tool. has some rough edges but gets the job done,Neutral,SMB,Canada
1653,Support Ticket,2025-11-19,,API rate limits hit within 60 seconds of our nightly sync. Can we get a temporary bump?,Neutral,Enterprise,US
1654,NPS Response,2025-08-18,5,onboarded our 50-person team in a week. the templates were really helpful.,Positive,Startup,US
1655,Google Play Review,2026-04-02,1,Too expensive for small teams. We're a 5-person startup and this is eating our budget.,Negative,SMB,India
1656,Support Ticket,2026-02-03,,Need help migrating from Trello. Import tool failed on our largest board.,Neutral,SMB,UK
1657,Google Play Review,2025-09-28,3,it's a tool. i use it. it works mostly. that's about all i can say.,Neutral,SMB,UK
1658,Support Ticket,2025-12-09,,Critical issue: some team members' avatars are being cached with the wrong user. Privacy concern.,Negative,SMB,US
1659,Google Play Review,2025-06-14,5,Huge fan of the automation rules. We've automated so much of our recurring work.,Positive,SMB,US
1660,NPS Response,2025-06-17,5,the new reporting features are a huge step up. finally got the dashboards leadership wanted.,Positive,SMB,US
1661,App Store Review,2025-07-22,5,NPS promoter here - I've recommended this to at least 5 other companies.,Positive,SMB,Canada
1662,Support Ticket,2025-08-15,,The Zapier integration is not triggering on task creation. Was working yesterday. Zap ID 8834221.,Negative,SMB,Canada
1663,Support Ticket,2025-05-05,,Reports not rendering in PDF format - PNG works fine. Chrome 134.,Negative,Startup,Australia
1664,App Store Review,2026-01-04,2,Slow. So slow. I've timed it at 8 seconds to load my main board. That's unacceptable in 2026.,Negative,Startup,US
1665,G2 Review,2025-07-11,4,Permissions are flexible enough for our enterprise setup. Rare for a tool this easy to use.,Positive,Startup,India
1666,Support Ticket,2026-01-20,,Billing portal showing wrong seat count. We're being charged for 45 when we have 30 active users.,Negative,Enterprise,UK
1667,Support Ticket,2026-02-18,,Webhooks have stopped firing for status changes. Last successful delivery was Tuesday.,Negative,Startup,US
1668,App Store Review,2025-07-07,1,not worth the money Frustrating.,Negative,SMB,India
1669,G2 Review,2025-12-19,5,the slack integration works well for us. comments sync back both ways.,Positive,Enterprise,US
1670,G2 Review,2025-07-11,1,The setup wizard asks 20 questions then ignores all your answers. What's the point?,Negative,Enterprise,India
1671,NPS Response,2025-09-24,1,onboarding is rough. threw us into the deep end with no templates that fit our actual workflow Frustrating.,Negative,Enterprise,US
1672,G2 Review,2025-09-07,1,Search function barely works. Can't find tasks I know exist.,Negative,Startup,India
1673,Support Ticket,2026-04-12,,Please help - I accidentally archived the wrong workspace. Need it restored today.,Neutral,SMB,US
1674,G2 Review,2025-11-04,2,The product is powerful but the learning curve is a cliff. Need better in-app guidance. Performance regression after the March release. Boards that loaded instantly now take 5+ seconds.,Negative,Startup,US
1675,App Store Review,2026-01-05,5,Permissions are flexible enough for our enterprise setup. Rare for a tool this easy to use. Highly recommend.,Positive,Startup,US
1676,Google Play Review,2025-07-08,1,why is sso gated behind the top tier?? basic security should not be a premium feature,Negative,Startup,US
1677,Support Ticket,2026-04-03,,Cannot change owner of a project. 'Permission denied' even though I am admin.,Negative,Enterprise,US
1678,Support Ticket,2026-04-07,,Custom field formulas returning #ERROR on all rows after yesterday's maintenance. Can someone look into this?,Negative,SMB,Australia
1679,NPS Response,2026-01-13,2,honestly the performance has gotten worse after the last update. simple page loads feel laggy now Lost two hours of work when the autosave failed silently. Nice.,Negative,SMB,UK
1680,Support Ticket,2025-06-30,,I was charged twice for my subscription this month. Please refund. Invoice #88231.,Negative,SMB,US
1681,Support Ticket,2025-07-31,,Custom field formulas returning #ERROR on all rows after yesterday's maintenance. Can someone look into this?,Negative,Enterprise,US
1682,Google Play Review,2025-07-15,3,Would rate higher if there were more integrations. Would rate lower if it crashed more. So... middle.,Neutral,Startup,US
1683,NPS Response,2025-07-30,2,"The Slack integration works well for us, but please, for the love of god, ship a real gantt view with drag-to-reschedule and dependency arrows.",Neutral,SMB,UK
1684,Support Ticket,2025-07-09,,"No action needed, just wanted to commend Alex on the support team. Fantastic service.",Positive,Startup,US
1685,Google Play Review,2026-04-18,1,per-seat pricing is punitive when you have contractors who log in once a month. need a viewer tier Our COO asked for a simple 'completed tasks per team per quarter' report. Couldn't do it natively. Embarrassing.,Negative,Enterprise,US
1686,NPS Response,2025-11-27,1,Uninstalled.,Negative,Startup,Australia
1687,G2 Review,2025-08-13,5,Onboarded our 50-person team in a week. The templates were really helpful.,Positive,Startup,US
1688,Support Ticket,2025-08-30,,Sync with Google Calendar stopped including task titles. Only shows 'New Task'. Broken since Monday.,Neutral,Startup,India
1689,Google Play Review,2025-07-05,1,"Dashboards are static, ugly, and don't drill down. We're looking at Tableau as a replacement.",Negative,Startup,India
1690,NPS Response,2026-03-05,4,Pretty standard project management tool. Has most features you'd expect.,Neutral,Startup,Australia
1691,Google Play Review,2026-01-06,5,Great value for small teams. The startup pricing tier is generous.,Positive,Startup,UK
1692,App Store Review,2025-08-03,5,The new reporting features are a huge step up. Finally got the dasbhoards leadership wanted.,Positive,Enterprise,US
1693,Support Ticket,2025-05-23,,2FA reset request: lost access to authenticator app. Can someone verify my identity and reset?,Negative,SMB,US
1694,App Store Review,2025-08-20,5,love love love this tool. my whole startup runs on it,Positive,SMB,US
1695,NPS Response,2025-07-17,5,Great value for small teams. The startup pricing tier is generous.,Positive,Startup,US
1696,App Store Review,2025-11-18,3,"Worth every penny, but performance is a real issue for us. enterprise boards with thousands of tasks basically crawl.",Neutral,SMB,US
1697,Google Play Review,2025-11-30,4,Took some getting used to but I'm neutral on it now. Part of my workflow.,Neutral,SMB,US
1698,G2 Review,2025-08-04,5,Great value for small teams. The startup pricing tier is generous.,Positive,Enterprise,Canada
1699,Google Play Review,2026-03-25,2,Can you please invest in the mobile experience? Half our field team uses phones and it barely works.,Negative,SMB,US
1700,Google Play Review,2026-01-03,1,search function barely works. can't find tasks i know exist.,Negative,SMB,US
1701,Support Ticket,2026-03-28,,Our enterprise contract should include the Advanced Reporting add-on but it's not showing as enabled. Please check.,Negative,Enterprise,US
1702,Support Ticket,2026-02-26,,Closing this ticket - your engineer's fix worked perfectly. Really appreciate the fast turnaround.,Positive,Startup,US
1703,Support Ticket,2025-04-23,,Attachments over 10MB fail to upload with a generic error. Our workflow depends on larger files. Please advise.,Neutral,Startup,Australia
1704,G2 Review,2025-12-02,5,"Love the UI. Clean, intuitive, and my non-technical teammates picked it up in a day.",Positive,Enterprise,US
1705,NPS Response,2026-03-19,2,Can you please invest in the mobile experience? Half our field team uses phones and it barely works.,Negative,Enterprise,US
1706,App Store Review,2025-05-02,4,"been using this for 2 years now and it just keeps getting better, but had to watch 4 youtube videos (not yours) just to set up a basic kanban board. insane.",Neutral,Enterprise,India
1707,Support Ticket,2025-08-09,,Just wanted to say thanks - your support team resolved my SSO issue in under an hour. Amazing.,Positive,SMB,US
1708,App Store Review,2026-04-04,5,Honestly the best PM tool I've used. Switched from Asana and haven't looked back.,Positive,SMB,US
1709,G2 Review,2026-04-12,5,i'm a power user and this tool handles every edge case i've thrown at it.,Positive,Enterprise,India
1710,Google Play Review,2025-12-26,3,"Love the UI, but lost two hours of work wehn the autosave failed silently. nice.",Neutral,SMB,US
1711,G2 Review,2025-10-15,1,I need a Gantt chart. A real one. With dependencies. How is this still missing? Too expensive for small teams. We're a 5-person startup and this is eating our budget.,Negative,SMB,US
1712,Support Ticket,2025-06-27,,"hi just wondering if you have a teams integration on the roadmap? asked sales, got no answer",Negative,Enterprise,UK
1713,App Store Review,2025-12-16,1,"The 'timeline' feature is a sad excuse for a Gantt. No dependencies, no crtiical path, no baseline.",Negative,Startup,India
1714,G2 Review,2025-10-09,5,The Slack integration works well for us. Comments sync back both ways.,Positive,Startup,UK
1715,G2 Review,2026-03-12,1,"The reporting module feels like an afterthought. We need burndown, velocity, forecast - basic PM stuff.",Negative,SMB,Australia
1716,Support Ticket,2026-01-14,,2FA reset request: lost access to authenticator app. Can someone verify my identity and reset?,Neutral,Startup,Australia
1717,Google Play Review,2025-11-12,5,great product. does what it says on the tin and the integrations with github work perfectly,Positive,Startup,India
1718,Google Play Review,2025-07-16,1,The dashboard is painfully slow when you have more than 500 tasks. My team complains about it constantly. Performance is a real issue for us. Enterprise boards with thousands of tasks basically crawl.,Negative,Startup,India
1719,Support Ticket,2025-12-27,,Can't figure out how to restore a deleted project. Team deleted by accident. Please help ASAP.,Negative,Startup,US
1720,NPS Response,2025-07-08,5,This tool has genuinely transformed how our team works. We ship faster and miss fewer deadlines.,Positive,Enterprise,Canada
1721,NPS Response,2026-03-26,5,Worth every penny. We've replaced 4 other tools with this one.,Positive,SMB,US
1722,Google Play Review,2025-08-24,3,"Decent UX, decent reporting, decent everything. Nothing stands out as great or bad.",Neutral,Startup,US
1723,G2 Review,2026-01-12,4,no complaints :),Positive,Enterprise,US
1724,Support Ticket,2025-05-15,,Emails from your app going to spam in Office 365. Any DMARC/DKIM advice?,Neutral,SMB,UK
1725,App Store Review,2025-08-04,2,"The Chrome extension broke after the last update and nobody's fixing it. The 'timeline' feature is a sad excuse for a Gantt. No dependencies, no critical path, no baseline.",Negative,SMB,India
1726,Support Ticket,2025-08-21,,2FA reset request: lost access to authenticator app. Can someone verify my identity and reset?,Negative,SMB,UK
1727,App Store Review,2025-06-13,4,"simple, powerful, does what we need. 10/10 would recomemnd to any pm.",Positive,SMB,Australia
1728,G2 Review,2026-03-22,1,Reporting is laughably limited. You can't even group by two fields. Forced to export to Excel every week. The Chrome extension broke after the last update and nobody's fixing it.,Negative,Enterprise,US
1729,NPS Response,2025-12-22,3,decent tool. has some rough edges but gest the job done,Neutral,Startup,Canada
1730,App Store Review,2026-02-21,2,Pretty standard project management tool. Has most features you'd expect.,Neutral,SMB,UK
1731,App Store Review,2026-03-24,3,Does the basics well. Power user features are hit or miss.,Neutral,Startup,India
1732,Google Play Review,2025-12-15,5,Customer support has been fantastic. Got a response in 20 minutes and the issue was resolved same day.,Positive,Startup,Australia
1733,Support Ticket,2026-03-25,,Multiple users report that @-mentions are not sending notifications. Tested on 5 accounts.,Negative,SMB,US
1734,Support Ticket,2025-10-24,,"Hi, I cannot log in since the last update. Keeps saying 'session expired' even after password reset. Please help.",Negative,SMB,Australia
1735,NPS Response,2025-05-03,5,I'm a power user and this tool handles every edge case I've thrown at it.,Positive,Startup,India
1736,App Store Review,2026-01-27,1,Our PMO literally cannot use this tool because there's no proper Gantt. Blocker for enterprise adoption. Ugh.,Negative,SMB,Australia
1737,Support Ticket,2025-12-05,,Webhooks have stopped firing for status changes. Last successful delivery was Tuesday.,Neutral,Startup,India
1738,Google Play Review,2025-08-05,3,"Simple, powerful, does what we need, but the reporting module feels like an afterthought. we need burndown, velocity, forecast - basic pm stuff.",Neutral,Startup,UK
1739,App Store Review,2025-12-20,5,Huge fan of the automation rules. We've automated so much of our recurring work.,Positive,Enterprise,US
1740,NPS Response,2026-03-31,3,Works fine for basic stuff. Not sure it justifies the price vs. free alternatives.,Neutral,Enterprise,US
1741,Support Ticket,2025-10-24,,Closing this ticket - your engineer's fix worked perfectly. Really appreciate the fast turnaround.,Positive,SMB,UK
1742,App Store Review,2026-02-02,5,"Simple, powerful, does what we need. 10/10 would recommend to any PM.",Positive,Enterprise,US
1743,Google Play Review,2025-07-30,3,Solid middle-of-the-road PM tool. Not sure I'd pay for it if it were my money.,Neutral,Startup,India
1744,NPS Response,2025-11-10,4,"Average tool in a crowded market. You could do worse, you could do better.",Neutral,Startup,US
1745,G2 Review,2025-11-25,5,Moved our entire engineering org over from Jira and productivity measurably increased. Thank you.,Positive,Startup,US
1746,G2 Review,2025-04-30,4,"Migrated from Trello. Some things are better, some are worse. Net neutral.",Neutral,Enterprise,US
1747,Google Play Review,2025-07-04,1,The recent UI redesign made everything owrse. Took me a week to find basic features.,Negative,SMB,Canada
1748,NPS Response,2025-05-28,5,The new reporting features are a huge step up. Finally got the dashboards leadership wanted.,Positive,Enterprise,Canada
1749,Google Play Review,2026-03-17,2,Why is there no GitHub integration? Every dev tool has one.,Negative,Enterprise,US
1750,Support Ticket,2025-10-11,,Multiple users report that @-mentions are not sending notifications. Tested on 5 accounts.,Neutral,Startup,US
1751,App Store Review,2025-09-26,5,This tool has genuinely transformed how our team works. We ship faster and miss fewer deadlines.,Positive,Startup,US
1752,Support Ticket,2025-09-02,,Time tracking entries disappeared from last week. Users report entering them but none are saved.,Negative,SMB,US
1753,Google Play Review,2025-05-12,3,"Huge fan of the automation rules, but notification fatigue is the main reason my team keeps disengaging from the tool.",Neutral,Enterprise,US
1754,G2 Review,2025-12-30,4,Permissions are flexible enough for our enterprise setup. Rare for a tool this easy to use.,Positive,Enterprise,Australia
1755,NPS Response,2026-02-15,2,Still no proper Gantt chart view in 2026. Every PM tool has one. What's the holdup?,Negative,Startup,India
1756,Support Ticket,2025-09-02,,Can't figure out how to restore a deleted project. Team deleted by accident. Please help ASAP.,Negative,Startup,India
1757,App Store Review,2025-05-05,4,"I'm a power user and this tool handles every edge case I've thrown at it, but bulk edit is practically useless. can barely do anything in multi-select mode",Neutral,Enterprise,US
1758,NPS Response,2025-09-20,5,"Love the UI. Clean, intuitive, and my non-technical teammates picked it up in a day.",Positive,SMB,India
1759,NPS Response,2026-02-20,3,decent tool. has some rough edges but gets the job done,Neutral,Startup,UK
1760,Google Play Review,2026-03-31,1,0/10 Ugh.,Negative,SMB,Canada
1761,App Store Review,2025-06-13,2,permissions model is too coarse. either someone sees everything or nothing. need granular controls.,Negative,Startup,US
1762,Google Play Review,2026-04-01,3,It's okay. The mobile app is mediocre but the web is fine.,Neutral,SMB,US
1763,Google Play Review,2025-05-30,1,Gantt functionality is years behind MS Project or even Smartsheet. Big gap.,Negative,SMB,UK
1764,G2 Review,2026-01-31,3,Does the basics well. Power user features are hit or miss.,Neutral,Enterprise,US
1765,NPS Response,2025-12-26,3,Would rate higher if there were more integrations. Would rate lower if it crashed more. So... middle.,Neutral,Enterprise,India
1766,NPS Response,2025-10-01,2,Missing a proper Salesforce connector is a dealbreaker for us. Our sales team needs context in CRM. The first-run experience needs serious work. My PM quit the tool within 2 days. Frustrating.,Negative,SMB,UK
1767,Support Ticket,2026-01-06,,Can't figure out how to restore a deleted project. Team deleted by accident. Please help ASAP.,Neutral,Enterprise,Australia
1768,Support Ticket,2025-10-19,,Cannot change owner of a project. 'Permission denied' even though I am admin.,Negative,Startup,US
1769,NPS Response,2025-05-31,2,"Average tool in a crowded market. You could do worse, you could do better.",Neutral,Enterprise,India
1770,Support Ticket,2025-12-05,,API rate limits hit within 60 seconds of our nightly sync. Can we get a temporary bump?,Neutral,SMB,US
1771,App Store Review,2025-12-10,1,"We need real Slack integration, not just notification forwarding. Threads, mentions, the whole thing.",Negative,Startup,UK
1772,G2 Review,2025-09-23,2,Adding the ability to multi-select and bulk update would save my team hours every week.,Negative,Startup,Canada
1773,App Store Review,2025-08-16,1,"Feels like the product is stagnating. Competitors ship weekly, you ship quarterly.",Negative,Enterprise,India
1774,G2 Review,2025-11-08,1,Permissions model is too coarse. Either someone sees everything or nothing. Need granular controls.,Negative,Startup,UK
1775,Google Play Review,2025-05-15,4,The recent AI features are actually useful - auto-summarizing long comment threads saves me 30 mins/day.,Positive,Enterprise,US
1776,App Store Review,2025-10-15,3,Solid middle-of-the-road PM tool. Not sure I'd pay for it if it were my money.,Neutral,Startup,UK
1777,Google Play Review,2025-05-09,5,The new reporting features are a huge step up. Finally got the dashboards leadership wanted.,Positive,Startup,India
1778,Google Play Review,2025-08-07,5,This tool has genuinely transformed how our team works. We ship faster and miss fewer deadlines.,Positive,SMB,UK
1779,Google Play Review,2025-08-07,2,way too expensive for what you get. clickup offers more for less.,Negative,Startup,Australia
1780,App Store Review,2025-08-25,5,"the kanban views are beautifully done. smooth drag and drop, nice animations, responsive.",Positive,Enterprise,UK
1781,Support Ticket,2025-09-12,,Sync with Google Calendar stopped including task titles. Only shows 'New Task'. Broken since Monday.,Negative,SMB,US
1782,Support Ticket,2025-05-08,,Export to CSV truncates long text fields. Need full content for our audit.,Neutral,Startup,India
1783,NPS Response,2026-01-02,5,Worth every penny. We've replaced 4 other tools with this one.,Positive,SMB,Australia
1784,G2 Review,2025-07-30,5,The Slack integration works well for us. Comments sync back both ways.,Positive,SMB,US
1785,NPS Response,2025-11-30,2,"Customer support has been fantastic, but performance is a real issue for us. enterprise boards with thousands of tasks basically crawl.",Neutral,SMB,Australia
1786,G2 Review,2025-07-14,5,love lov elove this tool. my whole startup runs on it,Positive,SMB,US
1787,NPS Response,2025-10-23,5,"Simple, powerful, does what we need. 10/10 would recommend to any PM.",Positive,SMB,US
1788,Support Ticket,2025-09-22,,Permissions bug: guests can see private comments. Potential data leak. Please investigate urgently.,Neutral,Enterprise,US
1789,Google Play Review,2025-05-28,1,the jira integration constantly breaks our workflow. fields dont map correctly notification overload is real. i muted the entire app and now i miss important stuff,Negative,SMB,US
1790,Support Ticket,2025-04-28,,Please help - I accidentally archived the wrong workspace. Need it restored today.,Negative,Startup,US
1791,Support Ticket,2025-09-19,,Can't figure out how to restore a deleted project. Team deleted by accident. Please help ASAP.,Negative,Startup,US
1792,NPS Response,2025-10-29,5,The timeline view (even if it's not a full Gantt) works well enough for our agile squads.,Positive,SMB,UK
1793,NPS Response,2025-11-12,2,"Onboarding was a nightmare. No guided tour, no sample data, just a blank workspace and good luck.",Negative,Enterprise,India
1794,NPS Response,2025-11-28,3,"Middle of the pack compared to Asana and Monday. Some things better, some worse.",Neutral,SMB,Australia
1795,Support Ticket,2025-07-23,,Search returns no results even when I search for exact task names. Index issue?,Negative,Enterprise,US
1796,NPS Response,2025-05-11,3,"Love the UI, but please, for the love of god, ship a real gantt view with drag-to-reschedule and dependency arrows.",Neutral,Enterprise,Canada
1797,G2 Review,2025-09-02,5,NPS promoter here - I've recommended this to at least 5 other companies.,Positive,Enterprise,India
1798,App Store Review,2025-04-20,5,been using this for 2 years now and it just keeps getting better. support team is amazing too,Positive,SMB,US
1799,NPS Response,2026-03-17,2,The pricing just jumped 40% at renewal with zero new features. Talking to procurement about alternatives. Notification fatigue is the main reason my team keeps disengaging from the tool. Ugh.,Negative,Enterprise,US
1800,App Store Review,2025-08-25,4,Love it.,Positive,Startup,India
1801,Google Play Review,2025-09-10,2,getting new hires up to speed on this takes way too long. no in-product learning paths at all,Negative,Enterprise,UK
1802,G2 Review,2026-03-06,1,"The 'timeline' feature is a sad excuse for a Gantt. No dependencies, no critical path, no baseline.",Negative,SMB,US
1803,App Store Review,2025-12-12,2,"Average tool in a crowded market. You could do worse, you could do better.",Neutral,SMB,US
1804,Google Play Review,2025-04-29,5,Onboarded our 50-person team in a week. The templates were really helpful.,Positive,SMB,US
1805,NPS Response,2025-06-24,5,The new reporting features are a huge step up. Finally got the dashboards leadership wanted.,Positive,SMB,US
1806,G2 Review,2026-01-02,1,Customer support is slow. Tickets take 4-5 days for a first response. Unacceptable at our price point.,Negative,Startup,US
1807,G2 Review,2026-01-16,2,Missing a proper Salesforec connector is a dealbreaker for us. Our sales team needs context in CRM.,Negative,Startup,US
1808,Support Ticket,2026-01-30,,Billing portal showing wrong seat count. We're being charged for 45 when we have 30 active users.,Negative,Startup,US
1809,NPS Response,2025-08-22,1,0/10,Negative,Startup,US
1810,Support Ticket,2025-09-06,,Need data export for our compliance team. How long does a full workspace export typically take?,Neutral,SMB,Australia
1811,G2 Review,2026-03-09,1,Way too expensive for what you get. ClickUp offers more for less.,Negative,SMB,US
1812,G2 Review,2026-02-10,1,Missing a proper Salesforce connector is a dealbreaker for us. Our sales team needs context in CRM.,Negative,SMB,Canada
1813,App Store Review,2026-01-25,5,love love love this tool. my whole startup runs on it,Positive,Enterprise,US
1814,G2 Review,2026-02-25,5,Customer support has been fantastic. Got a response in 20 minutes and the issue was resolved same day.,Positive,SMB,UK
1815,G2 Review,2025-12-04,5,"5 stars. been a customer for 4 years, they actually listen to feedback Highly recommend.",Positive,Enterprise,US
1816,App Store Review,2026-01-16,1,Too expensive for small teams. We're a 5-person startup and this is eating our budget.,Negative,SMB,Canada
1817,App Store Review,2026-02-02,5,The new reporting features are a huge step up. Finally got the dashboards leadership wanted.,Positive,SMB,Canada
1818,G2 Review,2026-02-16,4,"5 stars. been a customer for 4 years, they actually listen to feedback",Positive,Startup,Canada
1819,Support Ticket,2025-05-01,,SSO stopped working this morning for our Okta tenant. Several users affected. Urgent.,Neutral,Startup,US
1820,Support Ticket,2026-03-12,,The Zapier integration is not triggering on task creation. Was working yesterday. Zap ID 8834221.,Neutral,SMB,Australia
1821,Support Ticket,2025-05-31,,Cannot change owner of a project. 'Permission denied' even though I am admin.,Negative,Startup,US
1822,G2 Review,2026-02-21,4,Huge fan of the automation rules. We've automated so much of our recurring work.,Positive,SMB,Australia
1823,Support Ticket,2025-12-09,,Our API key suddenly stopped working with 401 errors. Nothing changed on our side.,Negative,Enterprise,Canada
1824,Google Play Review,2025-12-06,4,Onboarded our 50-person team in a week. The templates were really helpful.,Positive,SMB,India
1825,Support Ticket,2025-07-16,,Closing this ticket - your engineer's fix worked perfectly. Really appreciate the fast turnaround.,Positive,SMB,US
1826,G2 Review,2026-04-12,1,Took my team two weeks to figure out the basics. The docs are scatterde and outdated.,Negative,SMB,Canada
1827,Google Play Review,2025-05-04,2,0/10,Negative,Enterprise,US
1828,Support Ticket,2026-01-01,,Export to CSV truncates long text fields. Need full content for our audit.,Negative,SMB,India
1829,App Store Review,2025-09-16,2,"Onboarded our 50-person team in a week, but reporting is the weakest part of this tool by far. fix it and you'd have a winner.",Neutral,SMB,US
1830,App Store Review,2026-03-13,2,Too expensive for small teams. We're a 5-person startup and this is eating our budget.,Negative,Startup,US
1831,Google Play Review,2026-01-30,3,"Worth every penny, but the setup wizard asks 20 questions then ignores all your answers. what's the point?",Neutral,SMB,India
1832,NPS Response,2025-07-10,1,Gantt functionality is years behind MS Project or eve nSmartsheet. Big gap.,Negative,SMB,India
1833,Google Play Review,2026-03-17,2,Notifications are out of control. I get 200+ emails a day. No granular controls at all.,Negative,Startup,Australia
1834,G2 Review,2025-10-10,1,"Custom fields are so limited. No formulas, no rollups, no conditional logic.",Negative,Enterprise,US
1835,Support Ticket,2025-11-17,,"hi just wondering if you have a teams integration on the roadmap? asked sales, got no answer",Neutral,SMB,Canada
1836,G2 Review,2026-03-28,2,we need real gantt charts with dependency maangement. timeline view isnt enough for complex projects,Negative,Enterprise,India
1837,NPS Response,2025-05-27,1,Pricing for Enterprise is absurd. Quoted $180/seat/month. We're a 400-person company. Do the math.,Negative,Enterprise,Canada
1838,Support Ticket,2026-02-17,,API rate limits hit within 60 seconds of our nightly sync. Can we get a temporary bump?,Neutral,SMB,India
1839,Support Ticket,2025-09-07,,Can't figure out how to restore a deleted project. Team deleted by accident. Please help ASAP.,Neutral,SMB,India
1840,G2 Review,2025-08-13,1,no native slack integration in 2026? we still have to use zapier and it's janky as hell.,Negative,Enterprise,US
1841,G2 Review,2025-06-18,2,does roughly what other tools do. no standout features but no major gaps either,Neutral,Enterprise,UK
1842,G2 Review,2025-09-21,1,Bulk edit support is table stakes. Please prioritize.,Negative,Startup,US
1843,App Store Review,2026-01-12,4,onboarded our 50-person team in a week. the templates were really helpful.,Positive,SMB,UK
1844,G2 Review,2025-09-17,1,Too buggy.,Negative,SMB,India
1845,G2 Review,2025-09-07,5,Moved our entire engineering org over from Jira and productivity measurably increased. Thank you.,Positive,SMB,Australia
1846,G2 Review,2025-12-30,3,"Migrated from Trello. Some things are better, some are worse. Net neutral.",Neutral,Enterprise,Canada
1847,G2 Review,2025-09-24,5,Great value for small teams. The startup pricing tier is generous.,Positive,Enterprise,Australia
1848,App Store Review,2026-01-06,4,The timeline view (even if it's not a full Gantt) works well enough for our agile squads. Really grateful.,Positive,SMB,India
1849,G2 Review,2026-03-17,5,Customer support has been fantastic. Got a response in 20 minutes and the issue was resolved same day.,Positive,Startup,India
1850,Support Ticket,2025-08-09,,Attachments over 10MB fail to upload with a generic error. Our workflow depends on larger files. Please advise.,Negative,SMB,Australia
1851,Support Ticket,2025-05-28,,Time tracking entries disappeared from last week. Users report entering them but none are saved.,Neutral,Enterprise,US
1852,G2 Review,2025-08-26,5,been using this for 2 years now and it just keeps getting better. support team is amazing too Keep it up!,Positive,SMB,US
1853,G2 Review,2026-01-17,5,Huge fan of the automation rules. We've automated so much of our recurring work.,Positive,Startup,India
1854,NPS Response,2025-10-19,1,"Import/export is fine but bulk in-app editing is nonexistent. Major productivity killer. The reporting module feels like an afterthought. We need burndown, velocity, forecast - basic PM stuff.",Negative,Enterprise,UK
1855,Support Ticket,2025-08-02,,2FA reset request: lost access to authenticator app. Can someone verify my identity and reset?,Negative,SMB,US
1856,Support Ticket,2025-11-30,,Billing portal showing wrong seat count. We're being charged for 45 when we have 30 active users.,Neutral,SMB,US
1857,NPS Response,2026-02-04,5,This tool has genuinely transformed how our team works. We ship faster and miss fewer deadlines.,Positive,SMB,UK
1858,NPS Response,2025-06-18,5,Permissions are flexible enough for our enterprise setup. Rare for a tool this easy to use.,Positive,Startup,US
1859,Support Ticket,2025-08-01,,"Mobile app version 4.2.1 crashes on open. iOS 18.3, iPhone 14. Fresh install doesnt fix.",Negative,SMB,US
1860,Google Play Review,2025-09-26,5,NPS promoter here - I've recommended this to at least 5 other companies.,Positive,Enterprise,US
1861,NPS Response,2026-01-23,5,The API is solid. We've built several internal tools on top of it with no issues.,Positive,SMB,India
1862,NPS Response,2025-08-27,5,"Simple, powerful, does what we need. 10/10 would recommend to any PM.",Positive,Startup,US
1863,App Store Review,2025-12-26,5,the api is solid. we've built several internal tools on top of it with no issues.,Positive,Startup,UK
1864,App Store Review,2025-08-19,3,does roughly what other tools do. no standout features but no major gaps either,Neutral,SMB,UK
1865,Google Play Review,2025-05-06,4,It's okay. We use it because it's what the company picked. Woudln't have chosen it personally.,Neutral,Startup,US
1866,Google Play Review,2025-11-20,1,No way to bulk move tasks between projects. I'm copy-pasting manually like a peasant.,Negative,Enterprise,US
1867,App Store Review,2025-08-16,1,Still no proper Gantt chart view in 2026. Every PM tool has one. What's the holdup?,Negative,SMB,UK
1868,G2 Review,2025-05-01,3,I use it because I have to. It works. That's my review.,Neutral,Startup,US
1869,App Store Review,2025-09-14,1,Bugs go unfixed for months. Feature requests sit in the ideas portal forever. Why bother?,Negative,Startup,US
1870,Support Ticket,2025-10-07,,Time tracking entries disappeared from last week. Users report entering them but none are saved.,Neutral,Startup,Canada
1871,App Store Review,2026-02-14,3,It's okay. We use it because it's what the company picked. Wouldn't have chosen it personally. That's my take.,Neutral,Startup,Australia
1872,Support Ticket,2025-11-19,,Webhooks have stopped firing for status changes. Last successful delivery was Tuesday.,Negative,Enterprise,India
1873,Support Ticket,2025-11-14,,Cannot change owner of a project. 'Permission denied' even though I am admin.,Negative,SMB,Canada
1874,Support Ticket,2025-12-21,,Critical issue: some team members' avatars are being cached with the wrong user. Privacy concern.,Negative,SMB,US
1875,Support Ticket,2025-11-22,,Cannot change owner of a project. 'Permission denied' even though I am admin.,Negative,Enterprise,Canada
1876,Google Play Review,2026-03-15,2,iOS app is a mess. Notifications com ethrough 2 hours late and half the buttons don't work.,Negative,Enterprise,Canada
1877,G2 Review,2025-12-13,3,Been using for 6 months. No strong opinion either way.,Neutral,SMB,UK
